Kategori;SHOP_SKU;Baþlýk;EAN;Marka;Manufacturer Part Number (MPN);Ürün Açýklamasý;Age Restriction (in years) (TR);Ana Ürün Görseli;Ek Ürün Görseli_1;Ek Ürün Görseli_2;Ürün Detay Görünüm_1;Ürün Detay Görünüm_2;Ürün Detay Görünüm_3;Lifestyle Görsel_1;Lifestyle Görsel_2;Lifestyle Görsel_3;Installation Sketch 1 (TR);Installation Sketch 2 (TR);Enerji Etiketi;Energy Datasheet (TR);Nutrition Table (TR);Energy Label (EU2017/1369) (TR);Energy Datasheet (EU2017/1369) (TR);EPREL ID;Pazar Yeri Varyant Grup Kodu;Üretici Ticari Ünvaný;Üretici Adresi: Þehir;Üretici Adresi: Ülke;Üretici Adresi;Manufacturer Address Line;Üretici Adresi _ Posta Kodu;Üretici Email;Manufacturer Is EU Established;Üretici Website URL;Safety Information Document (TR);EU Responsible Person Name (TR);EU Responsible Person City (TR);EU Responsible Person Country (TR);EU Responsible Person Address Additional Details (TR);EU Responsible Person Address Line (TR);EU Responsible Person Zip Code (TR);EU Responsible Person Email (TR);EU Responsible Person Website URL (TR);Uygulama ile uyumlu;Brushless motor;Bluetooth;Yükleme kapasitesi;Ýç aydýnlatma;Çocuklar  Emniyeti;Kýrýþýklýk önleyici sistem;Kalan süre ekraný;Kendinden temizlemeli;Nem sensörü;Stackable;Maksimum devir hýzý;Sinyal Kelimesi;Risk Grubu Kodlarý;Labeling requirement;AB Enerji Verimlilik Sýnýfý;Ütü istemeyen parçalar' kurutma programýnýn harcadýðý enerji;Kuru ütülenen pamuklular' kurutma programýnýn harcadýðý enerji;Pamuklularý' kurutma programýnýn harcadýðý enerji;Ütü istemeyen parçalar' kurutma programýnýn kapasitesi;Kuru ütülenen pamuklular' kurutma programýnýn kapasitesi;Pamuklularý' kurutma programýnýn kapasitesi;Ütü istemeyen parçalarýn' kurutma süresi;Kuru ütülenen pamukluluarýn' kurutma süresi;Pamuklularýn' kurutma süresi;Ütü istemeyen parçalar' kurutma programýnýn harcadýðý su;Kuru ütülenen pamuklular' kurutma programýnýn harcadýðý su;Gömme tip aygýt;Çevre Dostu;Gürültü Seviyesi;Yoðunlaþtýrma Verimliliði Sýnýfý;Kýsmi Yükte Standart Pamuk Program Süresi;Kýsmý Yükte Standart Pamuk Program Süresi;Bekleme modunda enerji tüketimi;Kapalý mod durumunda enerji tüketimi;Kýsmi Yükte Enerji Tüketimi;Tam Yükte Enerji Tüketimi;Kurutma Süreci;Yýllýk enerji tüketimi;Kapasite;Yükseklik;Geniþlik;Derinlik;Program sayýsý;Yünlü Sepeti;NFC (Yakýn Alan) Desteði;Tam yükte standart pamuklu programýnýn ortalama yoðunlaþma verimliliði;Kýsmi yükte standart pamuklu programýnýn ortalama yoðunlaþma verimliliði;Akýllý Ev Alaný;Tersine fonksiyon;Tekerlekler;Filtre kontrol göstergesi;Frekans;Kontrol göstergesi, boþ hazne;Ayarlanabilir ayaklar;Ayarlanabilir ayaklar, maksimum;Güç kablosunun uzunluðu;Buhar deliði çapý;Ortalama kurutma süresi ( Sadece bunu yazalým);Ortalama kurutma süresi, kurutulmuþ pamuklular, %70 kalýntý nem (800 devir);Ortalama kurutma süresi, kurutulmuþ ütü istemeyen parçalar %50 kalýntý nem (1000 devir);Ortalama kurutma süresi, nemli ütülenen pamuklular, %70 kalýntý nem (800 devir);Yedek;Sökülebilir mutfak tezgahý;Buhar deliði;Ambalaj Geniþliði;Ambalaj Yüksekliði;Ambalaj Derinliði;Ambalajlý Aðýrlýk;Ortalama kurutma süresi, kuru ütülenen pamuklular, %50 kalýntý nem (1400 devir);Kurutma sýcaklýðý, seçilebilir;Kurutma süresi seçimi;Tambur hacmi;Kapýlarý açýkken ürün derinliði (90°);Su tahliye borusu;Programýn sonu göstergesi;Kapý tamponu;Kontrol tipi;WÝFÝ;Uyumlu platform;Buhar fonksiyonu;Giriþ Voltajý;Enerji verimlilik sýnýfý;Yerleþtir;Doldurma miktarý, pamuklular (kuru);Bekleme modu süresi;Üretici tarafýndan desteklenen yazýlým güncellemeleri;Ürün tanýtým tarihi;Model yýlý;Renk (temel);Aðýrlýk;Desteklenen yazýlým güncellemelerinin minumum süresi;Programlama sinyalinin sonu;Önlem Açýlamalarý;Yenilenmiþ;Çýkýntýlý elementlerle derinlik;Yapay Zeka;Kullanýcý bilgilerinin paylaþýmýný gerektirir;Yapay Zeka Ýþlevleri;Markaya özgü özellikler;Plug type (tr_TR);Özel Nitelikler (tr_TR);Ürün belgeleri (tr_TR);Güvenlik özellikleri (tr_TR);Aðýrlýk (Üreticiye Göre) (tr_TR);Kazan malzemesi (tr_TR);Keywords (tr_TR);Isýtma sistemi (tr_TR);Kutu Ýçeriði (tr_TR);Soðutucu Gazý (tr_TR);Programlar (tr_TR);Üretim Yeri (tr_TR);Series (tr_TR);'Pamuklularý' kurutma programýnýn harcadýðý su (tr_TR);Ortalama yýllýk enerji/su tüketimi (tr_TR);Yasal metin (tr_TR);Model adý/tanýmý (tr_TR);Yýllýk enerji tüketimi gaz ýsýtmalý, elektrik bileþeni (tr_TR);Yýllýk enerji tüketimi gaz ýsýtmalý (tr_TR);Uyumluluk (tr_TR);Uyumlu cihazlar (tr_TR);Cihaz kullanýmý için gerekli uygulama/servis (tr_TR);Ek güncelleme bilgileri (tr_TR);Politika güncelleþtirme (tr_TR);Baca Hortum uzunluðu (tr_TR);Kontrol unsurlarý (tr_TR);Ayarlanabilir baþlangýç zamaný (tr_TR);Ekrandan seçilebilen diller (tr_TR);Kýyaslama programý (tr_TR);Baðlanmýþ yük (tr_TR);Yapý Þekli (tr_TR);Kullaným (tr_TR);Ekran (tr_TR);Ürün Tipi (tr_TR);Renk (Üreticiye Göre) (tr_TR);Filtre sistemleri (tr_TR);Otomatik programlar (tr_TR);Test Sonucu (tr_TR);Gecikmeli baþlatmada enerji tüketimi;Saat:dakika cinsinden tam yükte eko program süresi;Tam yükte eko program için kg cinsinden nominal kapasite;Her 100 kurutma döngüsü için kWh cinsinden aðýrlýklý ortalama enerji tüketimi (gaz ve elektrik);Enerji Verimliliði Sýnýfý (EU 2017/1369);Yoðuþma verimliliði sýnýfý (EU 2017/1369);Eko programýn kurutma döngüsünün dB(A) cinsinden akustik hava kaynaklý gürültü emisyonu;Weighted energy consumption per 100 cycles in kWh;Yoðuþma verimliliði;Kapalý modda enerji tüketimi;Bekleme modunda enerji tüketimi;Aða baðlý bekleme modunda enerji tüketimi;Eko programýnýn yarým yükte program süresi;Eko programýnýn standart enerji tüketimi (çevrim baþýna);Eko programýnýn aðýrlýklý enerji tüketimi (çevrim baþýna);Enerji Verimliliði Ýndeksi (EEI);Eko programýnýn yarým yükte yardýmcý elektrik tüketimi;Model Tanýmlayýcý (tr_TR);Eko programýnýn tam yükte yardýmcý elektrik tüketimi;Eko programýnýn yarým yükte gaz tüketimi;Eko programýnýn tam yükte gaz tüketimi;Eko programýnýn tam yükte enerji tüketimi;Eko programýnýn yarým yükte enerji tüketimi;Eko programýnýn aðýrlýklý program süresi;Eko programýnýn aðýrlýklý yoðuþma verimliliði;Eko programýnýn yarým yükte ortalama yoðuþma verimliliði;Eko programýnýn tam yükte ortalama yoðuþma verimliliði;«Bekleme modu» bilgi gösterimini içeriyor mu?;Saat Cinsinden Program Süresi (Yarým);Saat Cinsinden Program Süresi (Nominal Kapasite);KWh Cinsinden Enerji Tüketimi (Döngü Baþýna);Type;Eko programýnýn kurutma döngüsünün akustik hava kaynaklý gürültü emisyon sýnýfý (EU 2017/1369);Gerçek zamanlý veri üretimi (tr_TR);Oluþturulan verinin biçimi, türü ve hacmi (tr_TR);Veri saklama süresi (tr_TR);Veri depolama yeteneði (tr_TR);AB Veri Yasasý'na göre daha fazla bilgi (tr_TR);Kullanýcý için veri eriþilebilirliði (tr_TR);Üretici bilgilerine baðlantý;Kapak malzemesi (tr_TR);Sustainability;Malzeme (tr_TR);Kasa Malzemesi (tr_TR);Üretici Garantisi
CATEGORY;SHOP_SKU;TITLE__TR_TR;EAN;BRAND;ATTR_PROD_MP_Manufacturer_PartNumber;Product_Description__TR_TR;ATTR_PROD_MP_SalesRestrictions__TR_TR;ATTR_PROD_MP_MainProductImage;ATTR_PROD_MP_AdditionalImage1;ATTR_PROD_MP_AdditionalImage2;ATTR_PROD_MP_DetailView1;ATTR_PROD_MP_DetailView2;ATTR_PROD_MP_DetailView3;ATTR_PROD_MP_LifeStyleImage1;ATTR_PROD_MP_LifeStyleImage2;ATTR_PROD_MP_LifeStyleImage3;ATTR_PROD_MP_InstallationSketch1__TR_TR;ATTR_PROD_MP_InstallationSketch2__TR_TR;ATTR_PROD_MP_EnergyLabel__TR_TR;ATTR_PROD_MP_EnergyDataSheet__TR_TR;ATTR_PROD_MP_NutritionTable__TR_TR;ATTR_PROD_MP_EnergyLabel_EU2017/1369__TR_TR;ATTR_PROD_MP_EnergyDataSheet_EU2017/1369__TR_TR;ATTR_PROD_ENERGY_EPREL_ID;ATTR_PROD_MP_VariantGroupCode;ATTR_PROD_MANU_LegalName;ATTR_PROD_MANU_AddressCity;ATTR_PROD_MANU_AddressCountry;ATTR_PROD_MANU_AddressDetails;ATTR_PROD_MANU_AddressLine;ATTR_PROD_MANU_AddressZipCode;ATTR_PROD_MANU_Email;ATTR_PROD_MANU_EuEstablished;ATTR_PROD_MANU_WebsiteURL;ATTR_PROD_MP_SafetyInformationDocument__TR_TR;ATTR_PROD_MP_MANU_ResponsiblePerson__TR_TR;ATTR_PROD_MP_MANU_RPAddressCity__TR_TR;ATTR_PROD_MP_MANU_RPAddressCountry__TR_TR;ATTR_PROD_MP_MANU_RPAddressDetails__TR_TR;ATTR_PROD_MP_MANU_RPAddressLine__TR_TR;ATTR_PROD_MP_MANU_RPAddressZipCode__TR_TR;ATTR_PROD_MP_MANU_RPEmail__TR_TR;ATTR_PROD_MP_MANU_RPWebsiteURL__TR_TR;PROD_FEAT_15742;PROD_FEAT_15749;PROD_FEAT_15771;PROD_FEAT_13839;PROD_FEAT_11172;PROD_FEAT_11350;PROD_FEAT_11361;PROD_FEAT_11860;PROD_FEAT_11967;PROD_FEAT_11976;PROD_FEAT_11986;PROD_FEAT_11905;PROD_FEAT_18202;PROD_FEAT_18200;PROD_FEAT_18130;PROD_FEAT_18135;PROD_FEAT_90025;PROD_FEAT_90024;PROD_FEAT_90023;PROD_FEAT_90028;PROD_FEAT_90027;PROD_FEAT_90026;PROD_FEAT_90034;PROD_FEAT_90033;PROD_FEAT_90032;PROD_FEAT_90031;PROD_FEAT_90030;PROD_FEAT_90007;PROD_FEAT_18889;PROD_FEAT_90096;PROD_FEAT_90095;PROD_FEAT_90094;PROD_FEAT_90093;PROD_FEAT_90092;PROD_FEAT_90091;PROD_FEAT_90090;PROD_FEAT_90089;PROD_FEAT_90088;PROD_FEAT_90085;PROD_FEAT_90082;PROD_FEAT_16111;PROD_FEAT_16110;PROD_FEAT_16112;PROD_FEAT_16136;PROD_FEAT_16603;PROD_FEAT_14004;PROD_FEAT_16500;PROD_FEAT_16501;PROD_FEAT_16517;PROD_FEAT_14526;PROD_FEAT_14527;PROD_FEAT_14433;PROD_FEAT_14435;PROD_FEAT_14470;PROD_FEAT_14451;PROD_FEAT_14453;PROD_FEAT_14482;PROD_FEAT_14402;PROD_FEAT_14405;PROD_FEAT_14406;PROD_FEAT_14407;PROD_FEAT_14408;PROD_FEAT_14339;PROD_FEAT_14363;PROD_FEAT_14396;PROD_FEAT_14700;PROD_FEAT_14701;PROD_FEAT_14702;PROD_FEAT_14704;PROD_FEAT_14600;PROD_FEAT_14562;PROD_FEAT_14563;PROD_FEAT_14564;PROD_FEAT_14558;PROD_FEAT_14585;PROD_FEAT_12236;PROD_FEAT_12253;PROD_FEAT_12120;PROD_FEAT_12484;PROD_FEAT_10521;PROD_FEAT_10576;PROD_FEAT_10449;PROD_FEAT_10770;PROD_FEAT_10714;PROD_FEAT_10907;PROD_FEAT_91041;PROD_FEAT_16743;PROD_FEAT_16746;PROD_FEAT_16617;PROD_FEAT_00003;PROD_FEAT_16333;PROD_FEAT_16744;PROD_FEAT_14545;PROD_FEAT_18203;PROD_FEAT_10500;PROD_FEAT_16908;PROD_FEAT_16914;PROD_FEAT_16919;PROD_FEAT_16943;PROD_FEAT_16962;PROD_FEAT_15985__TR_TR;PROD_FEAT_13366__TR_TR;PROD_FEAT_13648__TR_TR;PROD_FEAT_13676__TR_TR;PROD_FEAT_11011__TR_TR;PROD_FEAT_13710__TR_TR;PROD_FEAT_11111__TR_TR;PROD_FEAT_11086__TR_TR;PROD_FEAT_11470__TR_TR;PROD_FEAT_11314__TR_TR;PROD_FEAT_11779__TR_TR;PROD_FEAT_18008__TR_TR;PROD_FEAT_16042__TR_TR;PROD_FEAT_90029__TR_TR;PROD_FEAT_90035__TR_TR;PROD_FEAT_16005__TR_TR;PROD_FEAT_90068__TR_TR;PROD_FEAT_90087__TR_TR;PROD_FEAT_90086__TR_TR;PROD_FEAT_16518__TR_TR;PROD_FEAT_16920__TR_TR;PROD_FEAT_16918__TR_TR;PROD_FEAT_16745__TR_TR;PROD_FEAT_16747__TR_TR;PROD_FEAT_14481__TR_TR;PROD_FEAT_14384__TR_TR;PROD_FEAT_12104__TR_TR;PROD_FEAT_14583__TR_TR;PROD_FEAT_14576__TR_TR;PROD_FEAT_10139__TR_TR;PROD_FEAT_10401__TR_TR;PROD_FEAT_10410__TR_TR;PROD_FEAT_10649__TR_TR;PROD_FEAT_10990__TR_TR;PROD_FEAT_10812__TR_TR;PROD_FEAT_10845__TR_TR;PROD_FEAT_15273__TR_TR;PROD_FEAT_15550__TR_TR;PROD_FEAT_91345;PROD_FEAT_91344;PROD_FEAT_91343;PROD_FEAT_91342;PROD_FEAT_91100;PROD_FEAT_91341;PROD_FEAT_91340;PROD_FEAT_91306;PROD_FEAT_91349;PROD_FEAT_91348;PROD_FEAT_91347;PROD_FEAT_91346;PROD_FEAT_91356;PROD_FEAT_91355;PROD_FEAT_91354;PROD_FEAT_91156;PROD_FEAT_91353;PROD_FEAT_91110__TR_TR;PROD_FEAT_91352;PROD_FEAT_91351;PROD_FEAT_91350;PROD_FEAT_91359;PROD_FEAT_91358;PROD_FEAT_91357;PROD_FEAT_91363;PROD_FEAT_91362;PROD_FEAT_91361;PROD_FEAT_91360;PROD_FEAT_91129;PROD_FEAT_91128;PROD_FEAT_91253;PROD_FEAT_91131;PROD_FEAT_91339;PROD_FEAT_94001__TR_TR;PROD_FEAT_94000__TR_TR;PROD_FEAT_94003__TR_TR;PROD_FEAT_94002__TR_TR;PROD_FEAT_94005__TR_TR;PROD_FEAT_94004__TR_TR;PROD_FEAT_94006;PROD_FEAT_14499__TR_TR;PROD_FEAT_13649;PROD_FEAT_11514__TR_TR;PROD_FEAT_10986__TR_TR;PROD_FEAT_16207
Category;;Product Name;Barcode;Brand;;Description;;Image URL;Additional Images;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Enerji Sýnýf Aralýðý;;;;;;;;;;;;;;;;;;;;;;;;;Yükseklik;Geniþlik;Derinlik;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Enerji Sýnýfý;;;;;;;Renk;;;;;;;;;;;;;;;;;;;;;;Menþei;;;;;;;;;;;;;;;;;;;;;;;Renk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
