Kategori;SHOP_SKU;Baþlýk;EAN;Marka;Manufacturer Part Number (MPN);Ürün Açýklamasý;Age Restriction (in years) (TR);Ana Ürün Görseli;Ek Ürün Görseli_1;Ek Ürün Görseli_2;Ürün Detay Görünüm_1;Ürün Detay Görünüm_2;Ürün Detay Görünüm_3;Lifestyle Görsel_1;Lifestyle Görsel_2;Lifestyle Görsel_3;Installation Sketch 1 (TR);Installation Sketch 2 (TR);Enerji Etiketi;Energy Datasheet (TR);Nutrition Table (TR);Energy Label (EU2017/1369) (TR);Energy Datasheet (EU2017/1369) (TR);EPREL ID;Pazar Yeri Varyant Grup Kodu;Üretici Ticari Ünvaný;Üretici Adresi: Þehir;Üretici Adresi: Ülke;Üretici Adresi;Manufacturer Address Line;Üretici Adresi _ Posta Kodu;Üretici Email;Manufacturer Is EU Established;Üretici Website URL;Safety Information Document (TR);EU Responsible Person Name (TR);EU Responsible Person City (TR);EU Responsible Person Country (TR);EU Responsible Person Address Additional Details (TR);EU Responsible Person Address Line (TR);EU Responsible Person Zip Code (TR);EU Responsible Person Email (TR);EU Responsible Person Website URL (TR);Soðutma Teknolojisi;Ekitap Okuyucu Fonksiyonu;Lokasyon Fonksiyonu;Flash Oynatýcý;Görüntülü Telefon;Dokunmatik Tipi;Gb Cinsinden Toplam Depolama Alaný;SSD;Entegre Sayýsal Tuþ Takýmý;Intel RealSense;Görüntü kalitesi;RAM Tipi;Bus system;Veriyolu Hýzý;SIM card slot/e-SIM;Sürücü;Curved ekran;WiDi;Maks. Desteklenen Bellek;Bluetooth;Dockingstation;Sýnýf;Parlaklýk;Uygulama Alanlarý;Grafik Bellek Boyutu;RAM Bellek Boyutu;Kullanýlabilir Toplam Grafik Belleði;Mikrofon;GPS;SIM Kart Giriþi;Çift SÝM;Webcam;Güç Kaynaðý Kapasitesi (Watt);Led Arka Iþýklandýrma;Maksimum Arttýrýlabilir Hafýza;Ýþlemci Hýzý;Convertibility;Sabit disk tipi;Sabit disk kapasitesi;2. Sabit disk tipi;2. Sabit disk kapasitesi;3. Sabit disk tipi;3. Sabit disk kapasitesi;4. Sabit Disk tipi;4. Sabit Disk Kapasitesi;Sabit disk dönüþ hýzý;2. Sabit disk dönüþ hýzý;3. Sabit disk dönüþ hýzý;Sabit disk önbelleði;2. Sabit disk önbelleði;3. Sabit disk önbelleði;Sabit disk arayüzü;2. Sabit disk arayüzü;3. Sabit disk arayüzü;4. Sabit Disk Dönüþ Hýzý;4. Sabit Disk HDD Önbelleði;4. Sabit Disk SDD Önbelleði;4. Sabit Disk Arayüzü;Toplam Yuva Sayýsý;Yerleþik Alanlar;Ýþlemci Çekirdek Sayýsý;Bellek geniþletme;Kurulumu Yapýlan Sabit Disk Sayýsý;Geniþlik;Yükseklik;Derinlik;Grafik Bellek Tipi;Kablosuz þarj;Çizilmez ekran;Çevre Dostu;Wi-Fi Direct;Ekran Boyutu (inç);Ekran boyutu(cm);Mobil phone standard;Yükseklik (min.);Yükseklik (maks.);NFC (Yakýn Alan) Desteði;Dokunmatik Ekran Tepkime Süresi;Su sýçramasýna dayanýklý;Kýsa mesaj fonksiyonu;Kensington Kilit Aygýtý;Ön Kamera Çözünürlüðü;Ön Kamera;WÝFÝ;Bellek Hýzý;Ambalajlý Aðýrlýk;Ambalaj Derinliði;Ambalaj Yüksekliði;Ambalaj Geniþliði;Panel tipi;VR ready;Mixed Reality;Önbellek Boyutu;SSD cache 1. hard disk;SSD cache 3. hard disk;SSD cache 2. hard disk;Intel Optane;Ýþ Parçacýðý Sayýsý;Dokunmatik ekran;Iþýklý Tuþ Takýmý;Blu-Ray Sürücüsü;Parmak Ýzi Sensörü;Uzaktan kumanda;Model yýlý;Üretici tarafýndan desteklenen yazýlým güncellemeleri;Ürün tanýtým tarihi;Renk (temel);Ýþlemci Markasý;Ýþlemci Modeli;Aðýrlýk;Klavye düzeni;Desteklenen yazýlým güncellemelerinin minumum süresi;Intel® Evo™;incl. Windows 11 Upgrade (expected in 2022, device-dependent);SIM-kart boyutu;Type of Keyboard lighting;Maks. Toplam Grafik Gücü (TGP);Toplam Grafik Gücü (TGP);Dinamik güçlendirme;Ýþletim Sistemi;Grafik Kartý;Chipset Üreticisi;Bellek kartý formatý;Kart Okuyucu;Yüz Tanýma;Yenilenmiþ;Yapay Zeka;Kullanýcý bilgilerinin paylaþýmýný gerektirir;NPU üreticisi;NPU TOPS (Saniye Baþýna Tera Ýþlem);NPU adý;CPU TOPS (Saniye Baþýna Tera Ýþlem);GPU TOPS (Saniye Baþýna Tera Ýþlem);Toplam TOPS (Saniye Baþýna Tera Ýþlemleri);Ekran Yenileme Hýzý;Yapay Zeka Ýþlevleri;Grafik kartý üreticisi;Entegrasyonlu Yapay Zeka Asistaný;Risk Grubu Kodlarý;Sinyal Kelimesi;Önlem Açýlamalarý;USB-C Baðlantý Noktasý Üzerinden Þarjý Destekler;USB Güç Daðýtýmý (PD) Þarj Protokolünü destekler;USB-C Þarjýný Etkinleþtirmek için Gerekli Minimum Güç;Maksimum USB-C Þarj Hýzý için Gerekli Güç;USB-C Þarj Adaptörü Dahil;Onarým Endeksi;Yapay Zeka Asistaný;Telefon Fonksiyonu (tr_TR);Levha Baþýna  Boyut (Gb) (tr_TR);Usb Portu Ýle Þarj Etme (tr_TR);Batarya Ömrü (Video Oynatýldýðýnda) (tr_TR);Batarya Ömrü (Müzik Oynatýldýðýnda) (tr_TR);Batarya Ömrü (Web Sayfasý Kullanýldýðýnda) (tr_TR);Uygulama Marketi (tr_TR);Dijital Resim Çerçevesi (tr_TR);Sosyal Að Baðlanýlýrlýðý (tr_TR);Ekran Kontrastý (tr_TR);Ayarlanabilir Parlaklýk (tr_TR);Turbo Ýþlemci Hýzý (tr_TR);Test Sonucu (tr_TR);Desteklenen Ses Formatý (tr_TR);Paylaþýmlý Grafik Bellek (tr_TR);Ön programlý uygulamalar (tr_TR);Klavye Tipi (tr_TR);Önbellek Tipi (tr_TR);Özel Nitelikler (tr_TR);Sýnýf (tr_TR);Ses Modu (tr_TR);Aðýrlýk (Üreticiye Göre) (tr_TR);Ürün belgeleri (tr_TR);Að (tr_TR);Keywords (tr_TR);Yeniden Yazýlabilir Ortam Hýzý (tr_TR);Kamera Çözünürlüðü (tr_TR);Hoparlör Gücü (tr_TR);Kutu Ýçeriði (tr_TR);Navigasyon Yazýlýmý (tr_TR);Ýþlemci Sayýsý (tr_TR);Ýþlemci (tr_TR);Üretim Yeri (tr_TR);Series (tr_TR);Yasal metin (tr_TR);Ek güncelleme bilgileri (tr_TR);Politika güncelleþtirme (tr_TR);Dokunmatik Ekran (tr_TR);Bekletme Süresi (tr_TR);Ses Kartý (tr_TR);Kolonlar (tr_TR);Yazýlým Dahil (tr_TR);Ekran Tipi (tr_TR);Ekran Özellikleri (tr_TR);Ram Konfigürasyonu (tr_TR);Batarya Hücre Sayýsý (tr_TR);Ýþletim sistemi sürümü (tr_TR);Cihaz kullanýmý için gerekli uygulama/servis (tr_TR);Uyumlu cihazlar (tr_TR);Grafik kartý modeli (tr_TR);Performans Özellikleri (tr_TR);Video Çözünürlüðü (tr_TR);Uyumluluk (tr_TR);Wlan (Standartlar) (tr_TR);Derin Bas Hoparlör (tr_TR);SAR (Özgül Soðurma) Deðeri (tr_TR);Tv Frekans Ayarlayýcý (tr_TR);Yeniden þarj edilebilir batarya sayýsý (tr_TR);Configuration (tr_TR);Flaþ (tr_TR);Yazma Hýzý (tr_TR);Okuma Hýzý (tr_TR);Baðlantýlar (tr_TR);Kolon Sayýsý (tr_TR);Batarya Ömrü (tr_TR);Þarj Süresi (tr_TR);Batarya kapasitesi (tr_TR);Desteklenen Video Formatlar (tr_TR);Chipset (tr_TR);Bluetooth profilleri (tr_TR);Batarya Tipi (tr_TR);Çözünürlük (tr_TR);Bluetooth Sürümü (tr_TR);Görüntü Oraný (tr_TR);Ürün Tipi (tr_TR);Renk (Üreticiye Göre) (tr_TR);Kasa Tipi (tr_TR);Frekans aralýðý (bant) (tr_TR);Ülkeye özgü tuþ düzeni;Eriþilebilirlik hakkýnda daha fazla bilgi (tr_TR);NPU name;Üretici bilgilerine baðlantý;AB Veri Yasasý'na göre daha fazla bilgi (tr_TR);Kullanýcý için veri eriþilebilirliði (tr_TR);Veri saklama süresi (tr_TR);Veri depolama yeteneði (tr_TR);Gerçek zamanlý veri üretimi (tr_TR);Oluþturulan verinin biçimi, türü ve hacmi (tr_TR);Anti-Glare Ekran;Thin and light;Thin and light - Gaming;Üretici Garantisi;Pil kullaným süresi (en fazla)
CATEGORY;SHOP_SKU;TITLE__TR_TR;EAN;BRAND;ATTR_PROD_MP_Manufacturer_PartNumber;Product_Description__TR_TR;ATTR_PROD_MP_SalesRestrictions__TR_TR;ATTR_PROD_MP_MainProductImage;ATTR_PROD_MP_AdditionalImage1;ATTR_PROD_MP_AdditionalImage2;ATTR_PROD_MP_DetailView1;ATTR_PROD_MP_DetailView2;ATTR_PROD_MP_DetailView3;ATTR_PROD_MP_LifeStyleImage1;ATTR_PROD_MP_LifeStyleImage2;ATTR_PROD_MP_LifeStyleImage3;ATTR_PROD_MP_InstallationSketch1__TR_TR;ATTR_PROD_MP_InstallationSketch2__TR_TR;ATTR_PROD_MP_EnergyLabel__TR_TR;ATTR_PROD_MP_EnergyDataSheet__TR_TR;ATTR_PROD_MP_NutritionTable__TR_TR;ATTR_PROD_MP_EnergyLabel_EU2017/1369__TR_TR;ATTR_PROD_MP_EnergyDataSheet_EU2017/1369__TR_TR;ATTR_PROD_ENERGY_EPREL_ID;ATTR_PROD_MP_VariantGroupCode;ATTR_PROD_MANU_LegalName;ATTR_PROD_MANU_AddressCity;ATTR_PROD_MANU_AddressCountry;ATTR_PROD_MANU_AddressDetails;ATTR_PROD_MANU_AddressLine;ATTR_PROD_MANU_AddressZipCode;ATTR_PROD_MANU_Email;ATTR_PROD_MANU_EuEstablished;ATTR_PROD_MANU_WebsiteURL;ATTR_PROD_MP_SafetyInformationDocument__TR_TR;ATTR_PROD_MP_MANU_ResponsiblePerson__TR_TR;ATTR_PROD_MP_MANU_RPAddressCity__TR_TR;ATTR_PROD_MP_MANU_RPAddressCountry__TR_TR;ATTR_PROD_MP_MANU_RPAddressDetails__TR_TR;ATTR_PROD_MP_MANU_RPAddressLine__TR_TR;ATTR_PROD_MP_MANU_RPAddressZipCode__TR_TR;ATTR_PROD_MP_MANU_RPEmail__TR_TR;ATTR_PROD_MP_MANU_RPWebsiteURL__TR_TR;PROD_FEAT_15050;PROD_FEAT_15421;PROD_FEAT_15418;PROD_FEAT_15417;PROD_FEAT_15416;PROD_FEAT_15574;PROD_FEAT_15568;PROD_FEAT_15554;PROD_FEAT_15328;PROD_FEAT_15876;PROD_FEAT_15916;PROD_FEAT_15969;PROD_FEAT_15968;PROD_FEAT_15966;PROD_FEAT_15943;PROD_FEAT_15931;PROD_FEAT_15927;PROD_FEAT_15671;PROD_FEAT_13132;PROD_FEAT_15771;PROD_FEAT_15732;PROD_FEAT_15725;PROD_FEAT_11087;PROD_FEAT_11050;PROD_FEAT_11031;PROD_FEAT_11184;PROD_FEAT_13488;PROD_FEAT_11261;PROD_FEAT_11257;PROD_FEAT_11253;PROD_FEAT_13874;PROD_FEAT_11207;PROD_FEAT_13970;PROD_FEAT_13965;PROD_FEAT_13988;PROD_FEAT_11791;PROD_FEAT_16041;PROD_FEAT_16383;PROD_FEAT_16384;PROD_FEAT_16385;PROD_FEAT_16386;PROD_FEAT_16387;PROD_FEAT_16388;PROD_FEAT_16389;PROD_FEAT_16390;PROD_FEAT_16391;PROD_FEAT_16392;PROD_FEAT_16393;PROD_FEAT_16394;PROD_FEAT_16395;PROD_FEAT_16396;PROD_FEAT_16397;PROD_FEAT_16398;PROD_FEAT_16399;PROD_FEAT_16456;PROD_FEAT_16457;PROD_FEAT_16458;PROD_FEAT_16459;PROD_FEAT_16404;PROD_FEAT_16405;PROD_FEAT_16406;PROD_FEAT_16407;PROD_FEAT_16412;PROD_FEAT_16110;PROD_FEAT_16111;PROD_FEAT_16112;PROD_FEAT_16165;PROD_FEAT_16214;PROD_FEAT_16228;PROD_FEAT_18889;PROD_FEAT_16211;PROD_FEAT_14112;PROD_FEAT_14111;PROD_FEAT_16701;PROD_FEAT_16510;PROD_FEAT_16511;PROD_FEAT_14004;PROD_FEAT_14560;PROD_FEAT_12083;PROD_FEAT_12016;PROD_FEAT_14467;PROD_FEAT_14973;PROD_FEAT_14972;PROD_FEAT_12484;PROD_FEAT_12167;PROD_FEAT_14704;PROD_FEAT_14702;PROD_FEAT_14701;PROD_FEAT_14700;PROD_FEAT_10027;PROD_FEAT_10001;PROD_FEAT_10540;PROD_FEAT_10530;PROD_FEAT_10695;PROD_FEAT_10697;PROD_FEAT_10696;PROD_FEAT_10630;PROD_FEAT_10385;PROD_FEAT_10468;PROD_FEAT_10425;PROD_FEAT_10499;PROD_FEAT_10851;PROD_FEAT_10826;PROD_FEAT_16617;PROD_FEAT_16743;PROD_FEAT_16746;PROD_FEAT_00003;PROD_FEAT_16785;PROD_FEAT_16786;PROD_FEAT_16333;PROD_FEAT_16649;PROD_FEAT_16744;PROD_FEAT_16077;PROD_FEAT_16563;PROD_FEAT_16437;PROD_FEAT_16798;PROD_FEAT_16830;PROD_FEAT_16828;PROD_FEAT_16829;PROD_FEAT_16858;PROD_FEAT_16863;PROD_FEAT_16168;PROD_FEAT_16114;PROD_FEAT_16115;PROD_FEAT_11007;PROD_FEAT_10500;PROD_FEAT_16914;PROD_FEAT_16919;PROD_FEAT_16921;PROD_FEAT_16922;PROD_FEAT_16923;PROD_FEAT_16924;PROD_FEAT_16925;PROD_FEAT_16926;PROD_FEAT_16763;PROD_FEAT_16943;PROD_FEAT_16944;PROD_FEAT_16985;PROD_FEAT_18200;PROD_FEAT_18202;PROD_FEAT_18203;PROD_FEAT_96000;PROD_FEAT_96001;PROD_FEAT_96002;PROD_FEAT_96003;PROD_FEAT_96004;PROD_FEAT_16866;PROD_FEAT_16988;PROD_FEAT_15180__TR_TR;PROD_FEAT_15449__TR_TR;PROD_FEAT_15434__TR_TR;PROD_FEAT_15433__TR_TR;PROD_FEAT_15432__TR_TR;PROD_FEAT_15431__TR_TR;PROD_FEAT_15429__TR_TR;PROD_FEAT_15426__TR_TR;PROD_FEAT_15424__TR_TR;PROD_FEAT_15413__TR_TR;PROD_FEAT_15412__TR_TR;PROD_FEAT_15559__TR_TR;PROD_FEAT_15550__TR_TR;PROD_FEAT_15212__TR_TR;PROD_FEAT_15300__TR_TR;PROD_FEAT_15386__TR_TR;PROD_FEAT_13228__TR_TR;PROD_FEAT_13391__TR_TR;PROD_FEAT_13366__TR_TR;PROD_FEAT_15626__TR_TR;PROD_FEAT_13684__TR_TR;PROD_FEAT_11011__TR_TR;PROD_FEAT_13648__TR_TR;PROD_FEAT_13781__TR_TR;PROD_FEAT_11111__TR_TR;PROD_FEAT_13491__TR_TR;PROD_FEAT_13532__TR_TR;PROD_FEAT_11433__TR_TR;PROD_FEAT_11470__TR_TR;PROD_FEAT_11661__TR_TR;PROD_FEAT_11790__TR_TR;PROD_FEAT_11793__TR_TR;PROD_FEAT_18008__TR_TR;PROD_FEAT_16042__TR_TR;PROD_FEAT_16005__TR_TR;PROD_FEAT_16745__TR_TR;PROD_FEAT_16747__TR_TR;PROD_FEAT_14559__TR_TR;PROD_FEAT_12097__TR_TR;PROD_FEAT_12030__TR_TR;PROD_FEAT_12027__TR_TR;PROD_FEAT_12020__TR_TR;PROD_FEAT_14394__TR_TR;PROD_FEAT_14393__TR_TR;PROD_FEAT_14364__TR_TR;PROD_FEAT_14345__TR_TR;PROD_FEAT_16909__TR_TR;PROD_FEAT_16918__TR_TR;PROD_FEAT_16920__TR_TR;PROD_FEAT_16945__TR_TR;PROD_FEAT_14494__TR_TR;PROD_FEAT_12384__TR_TR;PROD_FEAT_12359__TR_TR;PROD_FEAT_12496__TR_TR;PROD_FEAT_12148__TR_TR;PROD_FEAT_12129__TR_TR;PROD_FEAT_12265__TR_TR;PROD_FEAT_14824__TR_TR;PROD_FEAT_12222__TR_TR;PROD_FEAT_14882__TR_TR;PROD_FEAT_12803__TR_TR;PROD_FEAT_12754__TR_TR;PROD_FEAT_10134__TR_TR;PROD_FEAT_10226__TR_TR;PROD_FEAT_10081__TR_TR;PROD_FEAT_10080__TR_TR;PROD_FEAT_10079__TR_TR;PROD_FEAT_10614__TR_TR;PROD_FEAT_10554__TR_TR;PROD_FEAT_12941__TR_TR;PROD_FEAT_10396__TR_TR;PROD_FEAT_10467__TR_TR;PROD_FEAT_10496__TR_TR;PROD_FEAT_10477__TR_TR;PROD_FEAT_10990__TR_TR;PROD_FEAT_10812__TR_TR;PROD_FEAT_10984__TR_TR;PROD_FEAT_10890__TR_TR;PROD_FEAT_17041;PROD_FEAT_17203__TR_TR;PROD_FEAT_17205;PROD_FEAT_94006;PROD_FEAT_94005__TR_TR;PROD_FEAT_94004__TR_TR;PROD_FEAT_94003__TR_TR;PROD_FEAT_94002__TR_TR;PROD_FEAT_94001__TR_TR;PROD_FEAT_94000__TR_TR;PROD_FEAT_17027;PROD_FEAT_17249;PROD_FEAT_17250;PROD_FEAT_16207;PROD_FEAT_17230
Category;;Product Name;Barcode;Brand;;Description;;Image URL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ram (Sistem Belleði) Tipi;;;;;;;;;;;;;;Ram (Sistem Belleði);;;;;;;;;;;;;SSD Kapasitesi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ekran Boyutu;;;;;;;;;;;;;;;;;;Panel Tipi;;;;;;;;;Dokunmatik Ekran;;;Parmak Ýzi Okuyucu;;;;;Renk;;Ýþlemci Tipi;Cihaz Aðýrlýðý;;;;;;;;;;Ýþletim Sistemi;Ekran Kartý;;;;;;;;;;;;;;Ekran Yenileme Hýzý;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Klavye;;;;;;;;;;;;;;;Ýþlemci Modeli;Menþei;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Baðlantýlar;;;;;;;;;Çözünürlük;;;;Renk;;;;;;;;;;;;;;;;;
